,wsc_calibre_mm3,taux_remplissage_calibre_pct,segment_id,wse,wse_u,wsc_u_mm3,precip_mm,temp_mean_c,temp_max_c,temp_min_c,humidity_specific_gkg,wind_speed_ms,solar_rad_mj_m2_day
2008-12-22,718.759,63.66333038086802,0.0,210.214,0.009,0.24000000000000002,0.0,9.7,16.13,4.98,5.33,1.8,10.14
2008-12-23,722.717205128205,64.01392428062046,0.0,210.36741025641027,0.008948717948717948,0.23846153846153847,0.0,9.65,16.39,4.01,5.23,1.44,11.67
2008-12-24,726.6754102564103,64.36451818037293,0.0,210.5208205128205,0.008897435897435897,0.23692307692307693,0.0,9.43,14.99,6.06,5.49,1.75,9.08
2008-12-25,730.6336153846153,64.71511208012537,0.0,210.67423076923077,0.008846153846153846,0.2353846153846154,0.0,8.56,13.56,5.85,6.09,1.73,9.55
2008-12-26,734.5918205128205,65.0657059798778,0.0,210.82764102564101,0.008794871794871794,0.23384615384615384,0.0,8.65,15.07,4.71,6.06,2.27,9.55
2008-12-27,738.5500256410255,65.41629987963024,0.0,210.98105128205128,0.008743589743589743,0.2323076923076923,0.55,10.54,19.32,4.49,5.65,1.83,10.06
2008-12-28,742.5082307692307,65.76689377938271,0.0,211.13446153846155,0.008692307692307692,0.23076923076923078,2.65,10.69,15.22,8.2,6.97,3.61,5.27
2008-12-29,746.4664358974359,66.11748767913515,0.0,211.2878717948718,0.00864102564102564,0.22923076923076924,1.98,11.42,17.29,8.17,7.27,1.3,8.75
2008-12-30,750.424641025641,66.46808157888759,0.0,211.44128205128206,0.00858974358974359,0.22769230769230772,0.0,12.63,19.5,8.2,6.73,2.23,10.34
2008-12-31,754.3828461538461,66.81867547864005,0.0,211.5946923076923,0.008538461538461538,0.22615384615384618,23.17,11.68,15.64,8.45,7.62,1.66,3.04
2009-01-01,758.3410512820512,67.1692693783925,0.0,211.74810256410257,0.008487179487179487,0.22461538461538463,9.9,11.88,16.06,9.42,7.73,1.83,7.83
2009-01-02,762.2992564102562,67.51986327814492,0.0,211.9015128205128,0.008435897435897436,0.2230769230769231,3.07,11.37,16.06,8.12,7.27,2.57,4.26
2009-01-03,766.2574615384615,67.87045717789738,0.0,212.05492307692307,0.008384615384615384,0.22153846153846155,20.97,10.67,13.93,8.3,7.73,3.84,4.49
2009-01-04,770.2156666666667,68.22105107764985,0.0,212.20833333333334,0.008333333333333333,0.22,16.25,9.5,12.01,7.51,7.07,3.27,6.73
2009-01-05,774.1738717948717,68.57164497740229,0.0,212.36174358974358,0.008282051282051282,0.21846153846153846,4.76,9.22,12.71,7.73,6.92,2.06,5.39
2009-01-06,778.132076923077,68.92223887715474,0.0,212.51515384615385,0.00823076923076923,0.21692307692307694,8.48,7.84,9.31,6.26,6.59,1.94,4.75
2009-01-07,782.090282051282,69.27283277690717,0.0,212.6685641025641,0.00817948717948718,0.2153846153846154,6.56,5.58,7.68,2.3,5.56,1.98,5.56
2009-01-08,786.048487179487,69.6234266766596,0.0,212.82197435897436,0.008128205128205128,0.21384615384615385,7.27,4.68,6.36,2.64,5.15,3.14,6.34
2009-01-09,790.0066923076922,69.97402057641207,0.0,212.97538461538463,0.008076923076923077,0.2123076923076923,1.44,5.41,10.27,2.69,4.99,1.66,11.01
2009-01-10,793.9648974358975,70.32461447616453,0.0,213.12879487179487,0.008025641025641026,0.2107692307692308,1.4,4.72,8.42,2.33,4.54,1.27,11.25
2009-01-11,797.9231025641025,70.67520837591695,0.0,213.28220512820513,0.007974358974358975,0.20923076923076922,3.51,4.11,9.58,1.45,4.67,2.1,11.27
2009-01-12,801.8813076923077,71.02580227566942,0.0,213.43561538461537,0.007923076923076923,0.2076923076923077,0.48,6.15,11.9,1.21,5.17,1.27,12.5
2009-01-13,805.8395128205127,71.37639617542185,0.0,213.58902564102564,0.007871794871794872,0.20615384615384616,1.31,7.26,13.0,2.52,5.17,2.59,11.23
2009-01-14,809.797717948718,71.72699007517431,0.0,213.7424358974359,0.00782051282051282,0.20461538461538464,2.36,8.44,11.78,4.04,6.15,2.4,8.66
2009-01-15,813.755923076923,72.07758397492674,0.0,213.89584615384615,0.00776923076923077,0.2030769230769231,0.01,9.18,16.47,3.67,5.55,1.37,9.61
2009-01-16,817.7141282051282,72.4281778746792,0.0,214.04925641025642,0.007717948717948718,0.20153846153846156,0.07,8.59,14.66,5.14,5.24,1.33,5.01
2009-01-17,821.6723333333332,72.77877177443163,0.0,214.20266666666666,0.007666666666666667,0.2,1.6,7.75,12.92,3.51,5.61,1.41,8.91
2009-01-18,825.6305384615384,73.1293656741841,0.0,214.35607692307693,0.007615384615384615,0.19846153846153847,0.38,7.66,12.68,3.9,6.01,1.4,9.38
2009-01-19,829.5887435897437,73.47995957393655,0.0,214.50948717948717,0.007564102564102564,0.19692307692307692,1.42,8.98,14.22,4.6,6.26,2.59,6.17
2009-01-20,833.5469487179487,73.83055347368898,0.0,214.66289743589743,0.0075128205128205125,0.19538461538461538,33.24,7.3,9.5,3.4,6.23,4.99,3.87
2009-01-21,837.5051538461537,74.18114737344142,0.0,214.8163076923077,0.007461538461538461,0.19384615384615383,2.8,4.7,7.86,1.89,4.83,3.97,11.6
2009-01-22,841.4633589743589,74.53174127319389,0.0,214.96971794871794,0.00741025641025641,0.19230769230769232,0.36,8.03,12.9,4.46,5.44,3.4,9.1
2009-01-23,845.4215641025639,74.88233517294633,0.0,215.1231282051282,0.007358974358974359,0.1907692307692308,3.36,11.48,16.13,7.86,7.36,4.95,4.26
2009-01-24,849.3797692307692,75.23292907269877,0.0,215.27653846153845,0.007307692307692308,0.18923076923076923,3.42,12.18,14.5,9.73,8.71,4.19,5.81
2009-01-25,853.3379743589744,75.58352297245123,0.0,215.42994871794872,0.007256410256410256,0.1876923076923077,4.79,10.83,14.97,7.86,7.73,5.02,4.74
2009-01-26,857.2961794871794,75.93411687220367,0.0,215.583358974359,0.007205128205128205,0.18615384615384617,9.68,7.6,9.94,5.88,5.95,4.38,10.11
2009-01-27,861.2543846153844,76.28471077195611,0.0,215.73676923076923,0.007153846153846154,0.18461538461538463,1.62,7.82,11.85,5.21,6.01,2.33,10.0
2009-01-28,865.2125897435897,76.63530467170855,0.0,215.8901794871795,0.007102564102564103,0.18307692307692308,0.04,9.2,15.59,4.31,6.01,1.16,9.48
2009-01-29,869.1707948717949,76.98589857146102,0.0,216.04358974358973,0.007051282051282051,0.18153846153846157,0.0,10.54,18.4,4.64,5.05,1.43,14.56
2009-01-30,873.1289999999999,77.33649247121346,0.0,216.197,0.007,0.18000000000000002,1.19,11.17,20.2,5.36,5.39,2.65,14.41
2009-01-31,873.4659999999999,77.36634189548272,0.0,216.21005,0.0097,0.25,12.41,7.37,11.08,4.27,5.86,3.99,10.03
2009-02-01,873.8029999999999,77.39619131975198,0.0,216.2231,0.012400000000000001,0.31999999999999995,23.87,8.09,10.66,5.22,6.08,5.38,2.22
2009-02-02,874.1399999999999,77.42604074402125,0.0,216.23615,0.015099999999999999,0.39,37.65,9.64,12.34,8.67,7.1,6.48,5.32
2009-02-03,874.4769999999999,77.45589016829051,0.0,216.2492,0.0178,0.46,9.52,9.46,12.17,7.88,6.85,4.61,8.28
2009-02-04,874.8140000000001,77.4857395925598,0.0,216.26225,0.0205,0.53,10.76,9.2,13.41,5.96,6.55,4.27,8.78
2009-02-05,875.1509999999998,77.51558901682904,0.0,216.27530000000002,0.0232,0.6,6.44,8.5,11.78,5.86,6.02,5.67,7.49
2009-02-06,875.488,77.54543844109833,0.0,216.28835,0.0259,0.67,36.83,6.75,8.63,5.4,5.98,4.17,8.81
2009-02-07,875.825,77.57528786536759,0.0,216.3014,0.0286,0.74,32.43,6.14,8.14,4.23,5.91,5.1,6.26
2009-02-08,876.1619999999998,77.60513728963683,0.0,216.31445,0.0313,0.8099999999999999,8.73,8.37,12.23,5.19,6.17,3.25,12.14
2009-02-09,876.499,77.63498671390612,0.0,216.3275,0.034,0.8799999999999999,0.0,11.42,19.4,4.71,5.53,1.44,16.03
2009-02-10,876.836,77.66483613817537,0.0,216.34055,0.0367,0.95,0.0,11.07,16.68,6.35,6.57,1.69,13.96
2009-02-11,877.173,77.69468556244465,0.0,216.3536,0.0394,1.0199999999999998,0.0,12.63,20.56,7.72,6.46,1.43,12.76
2009-02-12,877.51,77.7245349867139,0.0,216.36665,0.0421,1.0899999999999999,0.0,12.75,19.26,8.39,5.66,1.28,13.2
2009-02-13,877.847,77.75438441098316,0.0,216.3797,0.0448,1.16,0.0,12.52,19.98,6.77,5.22,1.49,16.48
2009-02-14,878.184,77.78423383525244,0.0,216.39275,0.0475,1.23,0.0,13.62,20.62,8.49,6.01,1.51,14.64
2009-02-15,878.521,77.8140832595217,0.0,216.4058,0.0502,1.3,0.06,13.37,20.39,8.86,6.58,1.63,14.59
2009-02-16,878.858,77.84393268379097,0.0,216.41885,0.0529,1.3699999999999999,0.08,12.08,19.64,6.21,6.37,1.63,16.38
2009-02-17,879.1949999999999,77.87378210806023,0.0,216.43189999999998,0.055600000000000004,1.44,0.19,11.75,19.06,6.31,6.0,1.62,17.17
2009-02-18,879.5319999999999,77.90363153232948,0.0,216.44495,0.058300000000000005,1.5099999999999998,0.19,11.86,18.39,7.03,6.26,1.38,17.29
2009-02-19,879.8689999999999,77.93348095659876,0.0,216.458,0.061,1.58,0.25,12.68,19.43,7.0,6.4,1.3,17.04
2009-02-20,880.1609999999998,77.9593445527015,0.0,216.4693,0.06945,1.7975,0.4,11.93,17.13,8.9,6.71,1.78,13.76
2009-02-21,880.453,77.98520814880425,0.0,216.4806,0.0779,2.015,0.0,11.08,18.56,5.44,5.86,2.01,17.88
2009-02-22,880.7449999999999,78.01107174490699,0.0,216.4919,0.08635000000000001,2.2325,0.0,11.68,20.48,5.3,5.21,1.59,18.76
2009-02-23,881.037,78.03693534100975,0.0,216.5032,0.0948,2.4499999999999997,0.0,12.83,20.83,6.38,5.08,1.96,19.21
2009-02-24,881.329,78.06279893711249,0.0,216.5145,0.10325000000000001,2.6675,0.0,13.14,20.82,6.63,4.85,1.41,18.56
2009-02-25,881.6209999999999,78.08866253321523,0.0,216.5258,0.11170000000000001,2.8850000000000002,0.0,13.62,22.88,6.46,5.67,2.35,18.75
2009-02-26,881.913,78.11452612931798,0.0,216.5371,0.12015,3.1025,0.02,13.46,22.05,8.11,6.13,3.16,13.67
2009-02-27,882.2049999999999,78.14038972542072,0.0,216.5484,0.1286,3.32,11.03,12.31,19.46,7.6,6.49,2.59,12.66
2009-02-28,882.4970000000001,78.16625332152348,0.0,216.5597,0.13705,3.5374999999999996,6.33,11.14,15.06,8.23,7.22,2.22,5.79
2009-03-01,882.789,78.19211691762622,0.0,216.571,0.14550000000000002,3.7550000000000003,5.26,11.36,16.11,8.64,7.41,2.55,8.83
2009-03-02,883.0809999999999,78.21798051372896,0.0,216.5823,0.15395,3.9725,4.87,11.91,15.92,9.07,7.74,1.57,8.91
2009-03-03,883.373,78.24384410983171,0.0,216.5936,0.16240000000000002,4.19,11.65,9.39,13.81,5.58,6.15,2.84,12.73
2009-03-04,883.665,78.26970770593445,0.0,216.6049,0.17085,4.4075,12.53,9.06,11.73,6.26,6.74,6.34,6.94
2009-03-05,883.9570000000001,78.29557130203722,0.0,216.6162,0.17930000000000001,4.625000000000001,15.06,10.76,14.1,9.19,7.57,7.21,8.38
2009-03-06,884.249,78.32143489813996,0.0,216.6275,0.18775,4.8425,8.08,10.28,12.66,8.51,7.37,4.79,10.21
2009-03-07,884.5409999999999,78.3472984942427,0.0,216.6388,0.1962,5.0600000000000005,0.32,12.79,19.46,8.66,7.57,1.6,12.99
2009-03-08,884.8330000000001,78.37316209034545,0.0,216.6501,0.20465000000000003,5.2775,0.03,15.31,23.51,8.9,7.78,1.99,18.22
2009-03-09,885.125,78.39902568644818,0.0,216.6614,0.2131,5.495,0.55,16.19,21.09,11.07,7.72,1.29,18.26
2009-03-10,885.4169999999999,78.42488928255092,0.0,216.6727,0.22155000000000002,5.7125,0.5,16.22,21.68,12.39,8.89,1.35,17.45
2009-03-11,885.7090000000001,78.45075287865369,0.0,216.684,0.23,5.930000000000001,0.0,17.21,25.37,10.7,8.36,2.03,20.52
2009-03-12,885.673,78.44756421612045,0.0,216.6826,0.2093,5.397000000000001,0.0,17.81,25.72,11.73,8.4,2.68,20.79
2009-03-13,885.637,78.44437555358724,0.0,216.6812,0.1886,4.864,0.0,18.44,26.87,12.36,8.32,2.89,20.92
2009-03-14,885.6009999999999,78.44118689105402,0.0,216.6798,0.1679,4.3309999999999995,0.0,18.66,25.56,12.16,8.42,1.76,20.61
2009-03-15,885.565,78.43799822852083,0.0,216.67839999999998,0.1472,3.798,0.01,18.28,25.53,12.76,8.05,1.44,18.85
2009-03-16,885.529,78.43480956598759,0.0,216.677,0.1265,3.265,0.02,17.78,26.3,11.98,8.19,3.16,21.35
2009-03-17,885.4929999999999,78.43162090345437,0.0,216.6756,0.10579999999999999,2.732,0.0,14.81,23.26,9.58,6.56,5.57,21.88
2009-03-18,885.4569999999999,78.42843224092115,0.0,216.67419999999998,0.08509999999999998,2.199,0.0,16.33,26.51,8.83,7.26,3.44,22.78
2009-03-19,885.4209999999998,78.42524357838793,0.0,216.6728,0.06439999999999999,1.666,1.55,16.54,23.18,10.84,7.99,1.53,21.0
2009-03-20,885.385,78.42205491585473,0.0,216.67139999999998,0.04369999999999999,1.1329999999999996,0.64,15.49,21.98,10.43,7.97,1.66,19.74
2009-03-21,885.3489999999999,78.41886625332151,0.0,216.67,0.023,0.6,0.08,15.72,21.86,11.11,7.38,1.23,20.67
2009-03-22,883.6879999999999,78.27174490699733,0.0,216.60569999999998,0.0222,0.579,0.03,14.75,22.18,9.25,6.81,3.82,22.2
2009-03-23,882.0269999999998,78.12462356067314,0.0,216.54139999999998,0.0214,0.5579999999999999,0.02,17.6,26.33,10.22,7.6,3.12,21.58
2009-03-24,880.366,77.97750221434899,0.0,216.47709999999998,0.0206,0.5369999999999999,0.01,16.96,23.29,12.01,7.39,3.4,16.22
2009-03-25,878.7049999999999,77.83038086802479,0.0,216.41279999999998,0.019799999999999998,0.516,0.24,16.9,25.4,11.54,7.56,2.17,19.59
2009-03-26,877.0439999999999,77.6832595217006,0.0,216.3485,0.019,0.495,0.0,17.06,24.65,10.62,7.75,1.77,21.0
2009-03-27,875.383,77.53613817537645,0.0,216.2842,0.0182,0.474,6.14,16.45,23.2,11.46,9.11,1.0,13.58
2009-03-28,873.722,77.38901682905225,0.0,216.2199,0.0174,0.45299999999999996,25.82,12.79,16.71,9.61,8.75,3.48,9.19
2009-03-29,872.0609999999999,77.24189548272807,0.0,216.1556,0.0166,0.432,12.65,8.8,11.81,5.76,6.28,4.85,10.72
2009-03-30,870.3999999999999,77.09477413640388,0.0,216.0913,0.015799999999999998,0.41100000000000003,3.0,8.21,12.19,5.36,5.64,4.01,14.28
2009-03-31,868.739,76.94765279007973,0.0,216.027,0.015,0.39,0.74,9.87,15.49,6.18,6.01,2.23,18.78
2009-04-01,866.4965,76.74902568644818,0.0,215.94004999999999,0.01435,0.3725,0.08,10.41,16.42,6.48,6.03,2.35,15.69
2009-04-02,864.2539999999999,76.55039858281665,0.0,215.85309999999998,0.0137,0.355,0.11,10.53,15.74,6.39,6.06,1.63,19.84
2009-04-03,862.0114999999998,76.3517714791851,0.0,215.76614999999998,0.013049999999999999,0.3375,0.0,11.68,19.7,4.28,5.84,1.38,23.92
2009-04-04,859.769,76.15314437555358,0.0,215.67919999999998,0.0124,0.31999999999999995,0.0,15.28,23.53,7.52,6.0,1.41,25.14
2009-04-05,857.5264999999999,75.95451727192206,0.0,215.59224999999998,0.01175,0.30250000000000005,0.0,17.86,26.27,9.19,6.34,1.62,25.17
2009-04-06,855.2839999999999,75.7558901682905,0.0,215.5053,0.011099999999999999,0.285,0.04,17.8,25.11,12.71,8.1,2.39,20.17
2009-04-07,853.0414999999998,75.55726306465897,0.0,215.41835,0.01045,0.2675,0.28,11.95,16.7,5.37,7.01,3.41,20.41
2009-04-08,850.799,75.35863596102746,0.0,215.3314,0.0098,0.25,0.0,12.7,21.4,4.73,5.26,1.61,26.3
2009-04-09,848.5564999999999,75.16000885739592,0.0,215.24445,0.00915,0.2325,0.0,15.45,24.56,8.07,6.23,1.76,26.74
2009-04-10,846.3140000000001,74.9613817537644,0.0,215.1575,0.0085,0.21500000000000002,0.42,12.09,17.65,8.15,7.19,3.82,12.51
2009-04-11,844.0715,74.76275465013286,0.0,215.07055,0.00785,0.1975,3.57,11.02,16.29,6.99,7.03,4.56,11.42
2009-04-12,841.829,74.56412754650133,0.0,214.9836,0.0072,0.18000000000000002,0.8,11.25,17.54,6.32,6.8,3.13,21.74
2009-04-13,839.5865000000001,74.3655004428698,0.0,214.89665,0.00655,0.16250000000000003,0.06,12.25,19.31,5.57,6.35,1.49,23.74
2009-04-14,837.344,74.16687333923826,0.0,214.8097,0.005899999999999999,0.145,0.41,13.23,20.15,7.36,7.52,2.95,17.15
2009-04-15,835.1015,73.96824623560673,0.0,214.72275000000002,0.0052499999999999995,0.1275,0.78,11.75,15.72,7.91,7.21,4.44,12.57
2009-04-16,832.8589999999999,73.76961913197519,0.0,214.63580000000002,0.0046,0.11000000000000001,1.11,11.12,16.34,7.69,7.17,3.36,15.41
2009-04-17,830.6165000000001,73.57099202834367,0.0,214.54885000000002,0.00395,0.09250000000000003,0.19,12.0,18.26,7.3,7.0,2.08,19.55
2009-04-18,828.374,73.37236492471214,0.0,214.4619,0.003300000000000001,0.07500000000000004,2.41,11.88,17.38,7.65,7.84,3.14,12.3
2009-04-19,826.1315,73.17373782108059,0.0,214.37495,0.0026499999999999996,0.057500000000000044,5.52,12.93,17.8,8.77,8.05,4.12,17.72
2009-04-20,823.8889999999999,72.97511071744907,0.0,214.288,0.002,0.04,0.01,13.46,21.29,6.44,6.79,1.75,25.82
2009-04-21,823.9634444444446,72.98170455663814,0.0,214.2908888888889,0.0025555555555555557,0.05666666666666667,0.0,14.99,22.34,7.72,6.92,1.48,26.36
2009-04-22,824.0378888888888,72.98829839582717,0.0,214.2937777777778,0.0031111111111111114,0.07333333333333335,0.0,16.69,25.31,8.56,6.23,2.19,28.44
2009-04-23,824.1123333333333,72.99489223501622,0.0,214.29666666666668,0.0036666666666666666,0.09000000000000001,0.0,18.57,28.15,9.83,7.0,2.83,28.62
2009-04-24,824.1867777777777,73.00148607420529,0.0,214.29955555555557,0.004222222222222223,0.10666666666666666,0.0,21.58,30.59,13.87,8.83,2.6,26.73
2009-04-25,824.2612222222222,73.00807991339434,0.0,214.30244444444443,0.004777777777777778,0.12333333333333334,0.16,14.36,19.18,9.36,8.27,4.3,16.88
2009-04-26,824.3356666666666,73.0146737525834,0.0,214.30533333333332,0.005333333333333333,0.14,17.48,9.83,13.31,6.75,6.4,5.18,16.62
2009-04-27,824.4101111111111,73.02126759177246,0.0,214.3082222222222,0.005888888888888889,0.15666666666666665,0.55,11.04,18.48,5.45,5.98,1.83,23.74
2009-04-28,824.4845555555555,73.02786143096152,0.0,214.3111111111111,0.0064444444444444445,0.17333333333333334,0.04,12.27,19.68,5.79,6.43,1.87,22.6
2009-04-29,824.559,73.03445527015057,0.0,214.314,0.007,0.19,0.03,14.05,21.63,7.75,7.36,1.5,26.85
2009-04-30,824.4029999999998,73.02063773250663,0.0,214.308,0.0078000000000000005,0.20900000000000002,0.13,14.08,21.56,8.38,7.85,2.18,22.23
2009-05-01,824.2470000000001,73.00682019486273,0.0,214.302,0.0086,0.228,0.0,15.28,22.16,8.74,7.82,1.8,24.74
2009-05-02,824.0909999999999,72.99300265721877,0.0,214.296,0.0094,0.24700000000000005,0.0,17.23,26.29,9.7,7.18,5.73,29.27
2009-05-03,823.935,72.97918511957484,0.0,214.29,0.0102,0.266,0.02,20.0,27.97,13.45,8.65,2.98,25.15
2009-05-04,823.779,72.9653675819309,0.0,214.284,0.011,0.285,0.07,20.59,27.32,14.79,9.55,1.03,23.34
2009-05-05,823.6229999999998,72.95155004428696,0.0,214.278,0.011800000000000001,0.304,0.02,20.43,27.12,14.71,9.15,2.21,28.04
2009-05-06,823.4669999999999,72.93773250664304,0.0,214.272,0.0126,0.32300000000000006,0.02,20.08,28.38,13.71,8.07,3.45,29.02
2009-05-07,823.3109999999999,72.9239149689991,0.0,214.266,0.0134,0.342,0.0,22.27,30.45,14.16,8.63,1.85,29.25
2009-05-08,823.155,72.91009743135518,0.0,214.26,0.0142,0.361,3.68,23.24,31.02,16.61,9.7,1.85,26.19
2009-05-09,822.999,72.89627989371125,0.0,214.254,0.015,0.38,0.77,20.12,26.19,16.01,10.05,2.94,14.3
2009-05-10,825.173,73.08883968113375,0.0,214.3382,0.0136,0.34400000000000003,0.12,19.9,27.4,12.55,9.55,1.99,25.01
2009-05-11,827.347,73.28139946855624,0.0,214.42239999999998,0.012199999999999999,0.308,0.0,18.26,25.11,12.53,9.52,2.26,26.9
2009-05-12,829.521,73.47395925597874,0.0,214.5066,0.0108,0.272,0.19,16.91,23.34,12.14,9.28,2.4,18.52
2009-05-13,831.6949999999999,73.66651904340124,0.0,214.5908,0.0094,0.23600000000000002,0.09,14.36,19.98,10.34,7.75,3.0,18.53
2009-05-14,833.8689999999999,73.85907883082373,0.0,214.675,0.008,0.2,0.23,14.99,20.31,10.49,8.63,3.74,14.39
2009-05-15,836.0429999999999,74.05163861824623,0.0,214.7592,0.006600000000000002,0.16400000000000003,0.05,16.42,23.65,10.72,7.53,1.92,29.2
2009-05-16,838.2169999999999,74.24419840566873,0.0,214.8434,0.0052000000000000015,0.12800000000000003,0.0,19.78,28.19,11.19,8.1,1.53,29.59
2009-05-17,840.3909999999998,74.43675819309121,0.0,214.9276,0.0038000000000000013,0.09200000000000001,0.0,19.96,27.28,13.66,9.17,1.89,27.76
2009-05-18,842.5649999999998,74.6293179805137,0.0,215.0118,0.002400000000000001,0.05600000000000001,0.0,19.47,27.34,12.89,9.3,1.87,26.78
2009-05-19,844.739,74.82187776793623,0.0,215.096,0.001,0.02,0.0,21.5,31.75,12.87,9.17,1.39,25.53
2009-05-20,843.289,74.69344552701506,0.0,215.0398,0.0021,0.05000000000000001,0.0,23.66,35.28,14.88,8.66,2.06,27.79
2009-05-21,841.8389999999999,74.56501328609389,0.0,214.9836,0.0031999999999999997,0.08,0.02,19.58,27.3,12.92,9.83,2.07,20.14
2009-05-22,840.3889999999999,74.43658104517272,0.0,214.9274,0.0043,0.11000000000000001,0.06,20.3,27.47,14.63,10.43,2.69,27.56
2009-05-23,838.9389999999999,74.30814880425154,0.0,214.8712,0.005399999999999999,0.14,0.31,16.28,20.79,12.53,8.98,2.7,16.34
2009-05-24,837.489,74.17971656333039,0.0,214.815,0.0065,0.17,0.07,16.61,23.2,11.83,8.35,1.93,25.33
2009-05-25,836.039,74.0512843224092,0.0,214.7588,0.007599999999999999,0.20000000000000004,0.0,17.52,25.18,10.89,8.44,1.92,29.88
2009-05-26,834.5889999999999,73.92285208148803,0.0,214.7026,0.0087,0.23000000000000004,0.01,20.17,29.21,12.18,9.17,1.96,29.57
2009-05-27,833.1389999999999,73.79441984056686,0.0,214.6464,0.0098,0.26,0.0,21.22,29.5,14.43,9.07,5.47,29.91
2009-05-28,831.6889999999999,73.66598759964569,0.0,214.59019999999998,0.0109,0.29000000000000004,0.04,21.81,29.34,16.4,10.07,6.38,27.54
2009-05-29,830.239,73.53755535872453,0.0,214.534,0.012,0.32,0.0,24.3,32.5,17.13,10.31,2.6,26.31
2009-05-30,831.7114999999999,73.66798051372896,0.0,214.59109999999998,0.0115,0.306,0.73,23.76,30.87,17.26,10.82,1.97,19.15
2009-05-31,833.184,73.7984056687334,0.0,214.6482,0.011,0.29200000000000004,0.0,23.36,31.14,16.07,10.61,1.19,26.05
2009-06-01,834.6564999999998,73.9288308237378,0.0,214.7053,0.0105,0.278,0.0,25.51,33.41,18.49,9.42,1.61,29.66
2009-06-02,836.1289999999999,74.05925597874224,0.0,214.76239999999999,0.01,0.264,0.0,23.04,30.57,16.56,10.54,1.88,23.03
2009-06-03,837.6015,74.18968113374667,0.0,214.8195,0.0095,0.25,0.0,21.42,28.48,16.03,10.93,2.28,25.83
2009-06-04,839.0740000000001,74.3201062887511,0.0,214.8766,0.009000000000000001,0.23600000000000002,0.0,19.17,25.05,14.52,9.86,2.66,27.26
2009-06-05,840.5464999999999,74.45053144375552,0.0,214.9337,0.0085,0.22200000000000003,0.01,18.31,24.97,13.77,8.77,2.68,28.79
2009-06-06,842.019,74.58095659875997,0.0,214.99079999999998,0.008,0.20800000000000002,0.01,18.07,24.67,12.95,9.02,3.42,24.99
2009-06-07,843.4914999999999,74.71138175376439,0.0,215.0479,0.0075,0.194,0.0,18.78,26.86,12.03,8.0,1.88,31.11
2009-06-08,844.9639999999999,74.84180690876882,0.0,215.105,0.007,0.18000000000000002,0.0,18.48,25.88,11.65,8.5,2.26,28.57
2009-06-09,846.4365,74.97223206377325,0.0,215.16209999999998,0.006500000000000001,0.16600000000000004,0.0,20.71,28.44,14.25,9.15,1.63,28.99
2009-06-10,847.9089999999999,75.10265721877767,0.0,215.2192,0.006,0.152,0.0,25.16,35.11,16.06,9.88,2.12,30.02
2009-06-11,849.3815,75.2330823737821,0.0,215.2763,0.0055,0.13799999999999998,0.15,28.91,39.3,19.01,9.61,2.41,29.93
2009-06-12,850.8539999999998,75.36350752878653,0.0,215.33339999999998,0.005,0.124,0.01,30.8,39.63,23.14,9.54,2.81,24.16
2009-06-13,852.3264999999999,75.49393268379096,0.0,215.39049999999997,0.0045000000000000005,0.11000000000000001,0.07,30.64,41.24,21.87,10.51,2.27,25.57
2009-06-14,853.799,75.62435783879539,0.0,215.4476,0.004,0.096,1.1,27.4,34.07,21.84,11.37,1.72,17.05
2009-06-15,855.2715000000001,75.75478299379984,0.0,215.50469999999999,0.0034999999999999996,0.08199999999999999,12.61,24.28,29.4,19.0,11.77,2.25,20.06
2009-06-16,856.7439999999999,75.88520814880424,0.0,215.56179999999998,0.002999999999999999,0.06799999999999998,2.27,26.14,34.43,19.05,12.12,1.8,26.38
2009-06-17,858.2165,76.01563330380868,0.0,215.6189,0.0025000000000000005,0.05400000000000001,0.23,27.14,35.39,19.17,10.23,2.84,23.34
2009-06-18,859.6889999999999,76.14605845881309,0.0,215.676,0.002,0.04,0.04,27.99,35.8,21.43,10.76,1.53,27.05
2009-06-19,859.3439999999998,76.11550044286977,0.0,215.6626,0.0036,0.08300000000000002,0.09,27.22,34.52,21.5,11.63,1.53,28.26
2009-06-20,858.999,76.08494242692649,0.0,215.64919999999998,0.0052,0.126,0.01,28.61,36.77,21.72,11.99,2.18,27.64
2009-06-21,858.654,76.05438441098316,0.0,215.6358,0.0068000000000000005,0.16899999999999998,0.0,27.85,35.81,21.35,10.1,1.77,29.82
2009-06-22,858.309,76.02382639503985,0.0,215.6224,0.008400000000000001,0.212,0.08,26.19,32.44,19.86,10.08,1.32,24.95
2009-06-23,857.9639999999999,75.99326837909655,0.0,215.60899999999998,0.01,0.255,0.48,26.65,34.55,20.05,10.9,2.35,29.31
2009-06-24,857.6189999999999,75.96271036315323,0.0,215.5956,0.011600000000000001,0.298,0.43,24.74,32.08,18.4,10.85,2.5,28.56
2009-06-25,857.2739999999999,75.93215234720991,0.0,215.5822,0.0132,0.34099999999999997,0.0,22.88,29.6,17.34,10.61,2.64,29.57
2009-06-26,856.9289999999999,75.9015943312666,0.0,215.5688,0.0148,0.384,0.0,22.99,30.63,16.17,9.62,2.27,29.45
2009-06-27,856.5840000000001,75.87103631532331,0.0,215.5554,0.0164,0.42700000000000005,0.0,23.08,30.18,16.64,9.24,2.26,31.17
2009-06-28,856.239,75.84047829937998,0.0,215.542,0.018,0.47,0.0,23.84,32.09,16.93,8.41,2.09,28.35
